"Entity Type","Entity Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","Ukiah, City of","2016","       3.369096","      61.376273","       2.630181","       1.043267","       0.525501","      37.786419","       0.000000","     106.730737"
"Publicly owned utility","Vernon, City of","2010","       0.003274","     240.094007","      23.876348","     873.500760","       0.628611","       0.175000","       1.464298","    1139.742298"
"Publicly owned utility","Vernon, City of","2011","       0.003302","     250.463777","      24.068257","     868.847043","       0.600621","       0.176000","       1.464160","    1145.623160"
"Publicly owned utility","Vernon, City of","2012","       0.003231","     234.444320","      21.290167","     888.586872","       0.632410","       0.173000","       1.465818","    1146.595818"
"Publicly owned utility","Vernon, City of","2013","       0.300729","     226.212531","      21.148642","     888.278938","       0.507161","       0.160000","       1.483133","    1138.091134"
"Publicly owned utility","Vernon, City of","2014","       0.378445","     260.207336","      20.392101","     850.391644","       0.364474","       0.170000","       1.470040","    1133.374040"
"Publicly owned utility","Vernon, City of","2015","       0.157150","     305.104729","      17.188599","     796.799281","       0.142222","       0.268000","       1.593019","    1121.253000"
"Publicly owned utility","Vernon, City of","2016","       0.002336","     287.333664","      18.234713","     753.074596","       0.137202","       0.342194","       1.464888","    1060.589593"
"Publicly owned utility","Victorville Municipal","2010","       0.023353","       5.104351","       3.664985","      47.722696","       0.018548","       0.000000","       0.102289","      56.636222"
"Publicly owned utility","Victorville Municipal","2011","       0.030452","       7.530235","       2.678307","      61.151994","       1.101525","       0.000000","       0.212593","      72.705106"
"Publicly owned utility","Victorville Municipal","2012","       0.053927","       4.462972","       5.033570","      62.197313","       1.775226","       0.000000","       0.028992","      73.552000"
"Publicly owned utility","Victorville Municipal","2013","       0.000444","       8.838744","       6.181311","      58.659186","       0.000000","       0.000000","       0.053315","      73.733000"
"Publicly owned utility","Victorville Municipal","2014","       0.000444","       8.737141","       7.073221","      59.528870","       0.000000","       0.000000","       0.048324","      75.388000"
"Publicly owned utility","Victorville Municipal","2015","       0.000444","       9.334733","       9.204279","      64.980175","       0.000000","       0.000000","       0.048323","      83.567954"
"Publicly owned utility","Victorville Municipal","2016","       0.000444","       9.503201","       9.394523","      69.679193","       0.005479","       0.000000","       0.048836","      88.631676"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2010","      11.168000","       0.000000","       0.000000","       0.000000","       0.000000","      33.247000","       0.000000","      44.415000"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2011","      11.596000","       0.000000","       0.000000","       0.000000","       0.000000","      34.600000","       0.000000","      46.196000"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2012","      12.001000","       0.000000","       0.000000","       0.000000","       0.000000","      35.415000","       0.000000","      47.416000"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2013","      11.782000","       0.000000","       0.000000","       0.000000","       0.000000","      36.223000","       0.000000","      48.005000"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2014","      11.673000","       0.000000","       0.000000","       0.000000","       0.000000","      36.189000","       0.000000","      47.862000"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2015","       0.458805","       5.824474","       1.935518","       0.000000","       0.204880","      42.759124","       0.000000","      51.182801"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2016","       0.924737","       6.437827","       2.090026","       0.000000","       0.201374","      40.704307","       0.030059","      50.388330"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2010","       9.988183","      58.769632","      17.191686","       1.035026","       0.324607","      59.838000","       0.015866","     147.163000"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2011","       9.192865","      59.486155","      18.131169","       0.720402","       0.373101","      59.255000","       0.017309","     147.176001"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2012","      13.658635","      58.041030","      18.185405","       0.829289","       0.431715","      55.779000","       0.016926","     146.942000"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2013","      15.407059","      58.624199","      17.395418","       0.846106","       0.480273","      58.508000","       0.015945","     151.277000"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2014","      18.031273","      58.884776","      16.654695","       0.810984","       0.493487","      52.944000","       0.017785","     147.837000"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2015","      16.687567","      54.120152","      16.039324","       0.761621","       0.603796","      51.076229","       0.015438","     139.304127"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2016","      16.053908","      56.741987","      16.675748","       0.785420","       0.535935","      56.350839","       0.011359","     147.155196"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2010","      47.244734","       6.439274","       1.256725","       0.044675","       0.430707","      34.930000","       0.054885","      90.401000"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2011","      38.441363","       6.271195","       1.863899","       0.062376","       0.544652","      35.759000","       0.053516","      82.996001"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2012","      62.517867","       5.840067","       1.323123","       0.057065","       0.533114","      33.812000","       0.052766","     104.136002"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2013","      60.101699","       6.154020","       1.455827","       0.058630","       0.532217","      36.021000","       0.052607","     104.376000"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2014","      69.917735","       5.389576","       1.232841","       0.042396","       0.341879","      32.376000","       0.047573","     109.348000"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2015","      74.497606","       6.200057","       1.470408","       0.049484","       0.417468","      31.941198","       0.081700","     114.657921"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2016","      59.058130","       5.519315","       1.363444","       0.047724","       0.730324","      35.709054","       0.044579","     102.472570"
"Rural electric cooperative","Valley Electric Association","2010","       8.038000","       0.000000","       0.000000","       0.000000","       0.000000","       0.119000","       0.000000","       8.157000"
"Rural electric cooperative","Valley Electric Association","2011","       8.371000","       0.000000","       0.000000","       0.000000","       0.000000","       0.122000","       0.000000","       8.493000"
"Rural electric cooperative","Valley Electric Association","2012","       9.171000","       0.000000","       0.000000","       0.000000","       0.000000","       0.112000","       0.000000","       9.283000"
"Rural electric cooperative","Valley Electric Association","2013","       9.920000","       0.000000","       0.000000","       0.000000","       0.000000","       0.115000","       0.000000","      10.035000"
"Rural electric cooperative","Valley Electric Association","2014","      10.447000","       0.000000","       0.000000","       0.000000","       0.000000","       0.116000","       0.000000","      10.563000"
"Rural electric cooperative","Valley Electric Association","2015","       9.137958","       0.003640","       0.003006","       0.000000","       0.000000","       0.100406","       0.000000","       9.245010"
"Rural electric cooperative","Valley Electric Association","2016","      10.020537","       0.000004","       0.002247","       0.000000","       0.000000","       0.111006","       0.000000","      10.133794"
"Self Generator","Self Generation in the BUGL planning area","2010","       0.000000","       4.797217","       0.000000","       0.000000","       0.078245","       3.439982","       0.000000","       8.315444"
"Self Generator","Self Generation in the BUGL planning area","2011","       0.000000","       5.586450","       0.000000","       0.000000","       0.077853","       4.145731","       0.000000","       9.810034"
"Self Generator","Self Generation in the BUGL planning area","2012","       0.000000","       7.295719","       0.417100","       0.000000","       0.077464","       4.699772","       0.000000","      12.490055"
"Self Generator","Self Generation in the BUGL planning area","2013","       0.000000","       9.152372","       0.415014","       0.000000","       0.077077","       5.439895","       0.000000","      15.084358"
"Self Generator","Self Generation in the BUGL planning area","2014","       0.000000","      10.498410","       0.412939","       0.000000","       0.076691","       7.054509","       0.000000","      18.042549"
"Self Generator","Self Generation in the BUGL planning area","2015","       0.000000","      10.765746","       0.410875","       0.000000","       0.076308","       9.449633","       0.000000","      20.702562"
"Self Generator","Self Generation in the BUGL planning area","2016","       0.000000","      11.869119","       0.408820","       0.000000","       0.075926","      13.401548","       0.000000","      25.755413"
"Self Generator","Self Generation in the IID planning area","2010","       0.000000","       1.586644","       0.055579","       0.169113","       0.000000","       4.302562","       0.000000","       6.113898"
"Self Generator","Self Generation in the IID planning area","2011","       0.000000","       2.747318","       0.055301","       0.168268","      10.301760","       4.989368","       0.000000","      18.262015"
"Self Generator","Self Generation in the IID planning area","2012","       0.000000","       5.373397","       0.055024","       0.167426","      10.198742","       6.417649","       0.000000","      22.212238"
"Self Generator","Self Generation in the IID planning area","2013","       0.000000","       8.741695","       0.054749","       0.166589","      10.096755","       7.533193","       0.000000","      26.592981"
"Self Generator","Self Generation in the IID planning area","2014","       0.000000","      16.364170","       0.217666","       0.165756","       9.995787","      10.431820","       0.000000","      37.175199"
"Self Generator","Self Generation in the IID planning area","2015","       0.000000","      27.890661","       0.239301","       0.164928","       9.895830","      18.370053","       0.000000","      56.560773"
"Self Generator","Self Generation in the IID planning area","2016","       0.000000","      35.755704","       0.305860","       0.164103","       9.796871","      37.045677","       0.000000","      83.068215"
"Self Generator","Self Generation in the LADWP planning area","2010","       0.000000","     351.727639","       3.226011","     986.493934","       2.119122","      26.740235","       0.000000","    1370.306941"
"Self Generator","Self Generation in the LADWP planning area","2011","       0.000000","     341.511731","       3.209881","    1010.001248","       2.099836","      38.725327","       0.000000","    1395.548023"
"Self Generator","Self Generation in the LADWP planning area","2012","       0.000000","     381.733510","       3.193832","     993.498743","       2.080734","      55.399637","       0.000000","    1435.906456"
"Self Generator","Self Generation in the LADWP planning area","2013","       0.000000","     385.198688","       3.177863","    1048.521420","       2.061813","      82.853554","       0.000000","    1521.813338"
"Self Generator","Self Generation in the LADWP planning area","2014","       0.000000","     407.125734","       3.161973","     962.175276","       2.043071","     114.762438","       0.000000","    1489.268492"
